name,orgnr,email,website,city,gatuadress,postadress,postnummer,postort,full_address,lat,lon,sate_clean,registrerad_datum,registrerad_datum_sort,registrerad_ar,arbetsgivare,f_skatt,moms,fordon_antal,har_fordon,sni,sni_text_clean,sni_antal,bolagsform,status,SNI1,SNI1_text,SNI2,SNI2_text,SNI3,SNI3_text,SNI4,SNI4_text,SNI5,SNI5_text,status_clean,registrerad_datum_clean,sni_kod_clean
Neuroförbundet Jönköping-Huskvarna,8260014835,jonkoping-huskvarna@neuro.se,neuro.se jönkoping huskvarna,Jönköping,Barnarpsgatan 13,553 16 Jönköping,55316,Jönköping,"Barnarpsgatan 13, 55316, Jönköping, Sweden",57.7825418,14.1631738,"Jönköping, Jönköpings län",1991-02-12,1991-02-12,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-02-12,94990
Norra Unnaryds Intresseförening,8024727938,forsslund@hotmail.com,,Bottnaryd,Norra Unnaryd Lurebo 31,565 97 Bottnaryd,56597,Bottnaryd,"Norra Unnaryd Lurebo 31, 56597, Bottnaryd, Sweden",57.7695139,13.8261337,"Jönköping, Jönköpings län",2013-06-06,2013-06-06,2013.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2013-06-06,94990
Norrahammar Tabergs Ridklubb,8260019750,jonna.r@icloud.com,,Jönköping,Sevdabo 27,562 91 Månsarp,56291,Månsarp,"Sevdabo 27, 56291, Månsarp, Sweden",57.6535457,14.0688219,"Jönköping, Jönköpings län",1998-11-12,1998-11-12,1998.0,Nej,Nej,Nej,1,Ja,93290,Övrig fritids- och nöjesverksamhet,1,Ideell förening,Aktiv,93290,Övrig fritids- och nöjesverksamhet,,,,,,,,,Aktiv,1998-11-12,93290
Norrahammars GIS,8260003101,erik@framtiden.com,www.laget.se/ngis,Norrahammar,Vallgatan 5,562 33 Norrahammar,56233,Norrahammar,"Vallgatan 5, 56233, Norrahammar, Sweden",57.7035074,14.1233125,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Nej,4,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1971-01-01,93120
Norrahammars IK,8260007052,norrahammarsik@outlook.com,www.laget.se/norrahammarsik,Norrahammar,Bergsmansvägen 1,562 30 Norrahammar,56230,Norrahammar,"Bergsmansvägen 1, 56230, Norrahammar, Sweden",,,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1975-01-01,93120
Norrahammars Jakt och Sportskytteklubb,8260009173,norrahammar.jssk@gmail.com,www.njssk.se,Norrahammar,Konstapelgatan 122,556 32 Jönköping,55632,Jönköping,"Konstapelgatan 122, 55632, Jönköping, Sweden",57.7083165,14.1694052,"Jönköping, Jönköpings län",2020-03-20,2020-03-20,2020.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2020-03-20,93120
Norrahammars Jujutsu & Sportförening,8024405154,sjobbe@telia.com,www.njsdojo.se,Norrahammar,Falkstigen 8,562 32 Norrahammar,56232,Norrahammar,"Falkstigen 8, 56232, Norrahammar, Sweden",57.6917088,14.1189926,"Linköping, Östergötlands län",2008-03-21,2008-03-21,2008.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2008-03-21,94990
Norrahammars Motorklubb,8260006708,kassor@norrahammarsmk.se,norrahammarsmk.se,Norrahammar,Flahult 30,562 31 Norrahammar,56231,Norrahammar,"Flahult 30, 56231, Norrahammar, Sweden",,,"Jönköping, Jönköpings län",1973-01-01,1973-01-01,1973.0,Nej,Nej,Nej,2,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1973-01-01,93120
Norrahammars Musikkår och Drillförening,8260008282,info@nhmk.se,www.nhmk.se,Jönköping,Sturegatan 4 A,553 36 Jönköping,55336,Jönköping,"Sturegatan 4 A, 55336, Jönköping, Sweden",57.7737397,14.1519688,"Jönköping, Jönköpings län",1975-01-01,1975-01-01,1975.0,Ja,Nej,Nej,0,Nej,90110,Litterärt skapande och musikkomposition,1,Ideell förening,Aktiv,90110,Litterärt skapande och musikkomposition,,,,,,,,,Aktiv,1975-01-01,90110
Norrahammars Pistolskytte,8024150156,peter.kankare@telia.com,,Norrahammar,Smedjebergsvägen 11,562 32 Norrahammar,56232,Norrahammar,"Smedjebergsvägen 11, 56232, Norrahammar, Sweden",57.6937484,14.1143156,"Jönköping, Jönköpings län",2003-10-23,2003-10-23,2003.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2003-10-23,93120
Norrahammars Socialdem. Kvinnoklubb,8260012417,,,Norrahammar,Väpplingstigen 109,562 41 Taberg,56241,Taberg,"Väpplingstigen 109, 56241, Taberg, Sweden",,,"Jönköping, Jönköpings län",1986-02-26,1986-02-26,1986.0,Nej,Nej,Nej,0,Nej,94920,Verksamhet i politiska organisationer,1,Ideell förening,Avregistrerad 2025-05-30,94920,Verksamhet i politiska organisationer,,,,,,,,,Avregistrerad 2025-05-30,1986-02-26,94920
Norrahammar-Tabergsbygdens Barnkoloniförening,8260012243,stefanlindberg78@gmail.com,,Taberg,Sågfilarevägen 10,562 40 Taberg,56240,Taberg,"Sågfilarevägen 10, 56240, Taberg, Sweden",57.6893973,14.0828662,"Jönköping, Jönköpings län",1985-09-17,1985-09-17,1985.0,Ja,Nej,Nej,0,Nej,93290,Övrig fritids- och nöjesverksamhet,1,Ideell förening,Aktiv,93290,Övrig fritids- och nöjesverksamhet,,,,,,,,,Aktiv,1985-09-17,93290
Norrängsskolans Föräldraförening,8260015568,cickan@gmail.com; nforaldraforening@gmail.com,,Huskvarna,Bergsgatan 18,561 30 Huskvarna,56130,Huskvarna,"Bergsgatan 18, 56130, Huskvarna, Sweden",57.7932141,14.2829667,"Jönköping, Jönköpings län",1991-12-03,1991-12-03,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-12-03,94990
North Bank Supporters,8260016814,,,Jönköping,Österängsvägen 4,554 63 Jönköping,55463,Jönköping,"Österängsvägen 4, 55463, Jönköping, Sweden",57.7823875,14.2336626,"Jönköping, Jönköpings län",1993-10-15,1993-10-15,1993.0,Nej,Nej,Nej,0,Nej,93199,Annan sportverksamhet,1,Ideell förening,Aktiv,93199,Annan sportverksamhet,,,,,,,,,Aktiv,1993-10-15,93199
North Mo HC,8024540620,wallis_90_@hotmail.com,,Bottnaryd,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Nova,8024968359,edward.eklof@svenskakyrkan.se,,Tenhult,Ödestugu 6,561 63 Tenhult,56163,Tenhult,"Ödestugu 6, 56163, Tenhult, Sweden",,,"Jönköping, Jönköpings län",2015-08-27,2015-08-27,2015.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2015-08-27,90200
Nykterhetsrörelsens Bildningsverksamhet (NBV),802006-1050,sydost@nvb.se,www.nbv.se/sydost,Borlänge,Klara Södra Kyrkogata 20,111 52 Stockholm,11152,Stockholm,"Klara Södra Kyrkogata 20, 11152, Stockholm, Sweden",59.3305592,18.0614363,"Stockholm, Stockholms län",1975-01-01,1975-01-01,1975.0,Ja,Ja,Ja,0,Nej,85593,Studieförbundens och frivilligorganisationernas utbildning,1,Ideell förening,Aktiv,85593,Studieförbundens och frivilligorganisationernas utbildning,,,,,,,,,Aktiv,1975-01-01,85593
Nätarns Skytteförening,8260017838,natarnskf@gmail.com,www.nätarnskf.se,Huskvarna,Gäddviksholm,571 92 Nässjö,57192,Nässjö,"Gäddviksholm, 57192, Nässjö, Sweden",,,"Jönköping, Jönköpings län",1995-06-11,1995-06-11,1995.0,Nej,Nej,Nej,1,Ja,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,1995-06-11,93120
Odalsmannens Samfällighetsförening,7164030301,info@odalsmannen.se,,Jönköping,Box 325,551 15 Jönköping,55115,Jönköping,"Box 325, 55115, Jönköping, Sweden",,,"Jönköping, Jönköpings län",1978-01-01,1978-01-01,1978.0,Ja,Nej,Ja,0,Nej,68209,Övrig förvaltning av egna eller arrenderade fastigheter,1,Samfällighet,Aktiv,68209,Övrig förvaltning av egna eller arrenderade fastigheter,,,,,,,,,Aktiv,1978-01-01,68209
Padel Jönköping Idrottsförening,8025420509,boiskuggan@gmail.com,,Jönköping,Krushagsvägen 1,554 47 Jönköping,55447,Jönköping,"Krushagsvägen 1, 55447, Jönköping, Sweden",57.7891907,14.1365133,"Jönköping, Jönköpings län",2023-01-20,2023-01-20,2023.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2023-01-20,93120
Pakistani Cultural Förening,8025295240,mujiram@hotmail.com,,Jönköping,Banérvägen 12 lgh 1401,554 63 Jönköping,55463,Jönköping,"Banérvägen 12 lgh 1401, 55463, Jönköping, Sweden",57.7825634,14.165719,"Jönköping, Jönköpings län",2020-03-20,2020-03-20,2020.0,Nej,Nej,Nej,0,Nej,90200,Scenkonst,1,Ideell förening,Aktiv,90200,Scenkonst,,,,,,,,,Aktiv,2020-03-20,90200
Par Bricoles Manskör,8260019297,jonkoping@parbricole.se,jonkoping.parbricole.se,,Ö Storg 6,553 21 Jönköping,55321,Jönköping,"Ö Storg 6, 55321, Jönköping, Sweden",57.7823228,14.1728895,"Jönköping, Jönköpings län",1998-02-26,1998-02-26,1998.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1998-02-26,94990
Personalföreningen Lagkamraterna,8024637798,therese.lundin@dom.se,,Jönköping,Box 2201,550 02 Jönköping,55002,Jönköping,"Box 2201, 55002, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2012-01-26,2012-01-26,2012.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2012-01-26,94990
Phoenix Blue,8025094684,v.erlandsson@phoenix.gg,https://pxb.gg,Jönköping,Lasarettsgatan 12 lgh 1101,553 18 Jönköping,55318,Jönköping,"Lasarettsgatan 12 lgh 1101, 55318, Jönköping, Sweden",,,"Jönköping, Jönköpings län",2017-06-08,2017-06-08,2017.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2017-06-08,94990
Pingst Bankeryd,8260000750,info@pingstbankeryd.se,www.pingstbankeryd.se,Bankeryd,Bankgatan 4,564 31 Bankeryd,56431,Bankeryd,"Bankgatan 4, 56431, Bankeryd, Sweden",57.85965,14.1246884,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,1,Ja,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Pingstförsamlingen Bottnaryd,8260000230,andreas@gautmission.org,,Bottnaryd,Stationsvägen 7,565 76 Bottnaryd,56576,Bottnaryd,"Stationsvägen 7, 56576, Bottnaryd, Sweden",57.7713835,13.8233715,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Pingstförsamlingen Huskvarna,8260000719,info@huskvarna.pingst.se,www.huskvarna.pingst.se,Huskvarna,Tegnérgatan 3,561 32 Huskvarna,56132,Huskvarna,"Tegnérgatan 3, 56132, Huskvarna, Sweden",57.791356,14.2731821,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Ja,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Pingstförsamlingen i Jönköping,8260000784,info@pingstjonkoping.se,,Jönköping,Lagermansgatan 1,553 19 Jönköping,55319,Jönköping,"Lagermansgatan 1, 55319, Jönköping, Sweden",57.7819261,14.1552912,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Ja,Ja,1,Ja,94910,Verksamhet i religiösa samfund,2,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,56110,Restaurangverksamhet,,,,,,,Aktiv,1971-01-01,94910
Pingstförsamlingen Kaxholmen,8260003614,isabelle.coster@pingstkaxholmen.se,www.pingstkaxholmen.se,Huskvarna,Tunnlandsvägen 11,561 46 Huskvarna,56146,Huskvarna,"Tunnlandsvägen 11, 56146, Huskvarna, Sweden",57.853189,14.3096572,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Pingstförsamlingen Norrahammar -Taberg,8260000693,info@pingstkyrkantaberg.com,pingstkyrkantaberg.com,Taberg,Smedjegatan 3,562 42 Taberg,56242,Taberg,"Smedjegatan 3, 56242, Taberg, Sweden",57.6782476,14.0908997,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,94910,Verksamhet i religiösa samfund,1,Ideell förening,Aktiv,94910,Verksamhet i religiösa samfund,,,,,,,,,Aktiv,1971-01-01,94910
Polska Föreningen,8024213459,"info@pzj.se, mirta79@gmail.com",,Jönköping,,,,,Sweden,59.6749712,14.5208584,,,,,,,,0,Nej,,,0,,,,,,,,,,,,,,,
Polus Tennis Club,8024517776,info@skoltennis.se,,Jönköping,Västra Storgatan 1,553 15 Jönköping,55315,Jönköping,"Västra Storgatan 1, 55315, Jönköping, Sweden",57.783804,14.1592762,"Jönköping, Jönköpings län",2010-04-15,2010-04-15,2010.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2010-04-15,93120
Primoris Arma Jönköping,8024728076,innebandylinkan@gmail.com,,Norrahammar,,,,,Sweden,59.6749712,14.5208584,"Jönköping, Jönköpings län",2013-06-06,2013-06-06,2013.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2013-06-06,93120
PRO Bankeryd,8260011203,bankeryd@pro.se,,Bankeryd,Postgatan 4 C,564 31 Bankeryd,56431,Bankeryd,"Postgatan 4 C, 56431, Bankeryd, Sweden",57.8600166,14.1261145,"Jönköping, Jönköpings län",1983-03-26,1983-03-26,1983.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1983-03-26,94990
PRO Birka-Liljeholmen,8260015410,elvyingrid@outlook.com,,Jönköping,Murgrönsgatan 25 lgh 1203,554 57 Jönköping,55457,Jönköping,"Murgrönsgatan 25 lgh 1203, 55457, Jönköping, Sweden",,,"Jönköping, Jönköpings län",1991-11-12,1991-11-12,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-11-12,94990
PRO Dalvik,8260015691,dalvik@pro.se,https://pro.se/dalvik,Jönköping,Lalleryd 30,555 94 Jönköping,55594,Jönköping,"Lalleryd 30, 55594, Jönköping, Sweden",57.8111282,14.0901899,"Jönköping, Jönköpings län",1992-01-29,1992-01-29,1992.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1992-01-29,94990
PRO Hovslätt,8260015451,hovslatt@pro.se,pro.se/pro-hovslatt,Jönköping,Sandbäcksgård 2,555 94 Jönköping,55594,Jönköping,"Sandbäcksgård 2, 55594, Jönköping, Sweden",,,"Jönköping, Jönköpings län",1991-11-19,1991-11-19,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-11-19,94990
PRO Huskvarna,8260015477,huskvarna@pro.se,www.pro.se/huskvarna,Huskvarna,Drottninggatan 35,561 32 Huskvarna,56132,Huskvarna,"Drottninggatan 35, 56132, Huskvarna, Sweden",57.7936993,14.2743768,"Jönköping, Jönköpings län",1991-11-19,1991-11-19,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-11-19,94990
PRO Huskvarna Bordtennis BTS,8024695101,torsten.bloom@gmail.com,,Huskvarna,Fägrida Kullen 2,567 91 Vaggeryd,56791,Vaggeryd,"Fägrida Kullen 2, 56791, Vaggeryd, Sweden",,,"Jönköping, Jönköpings län",2012-12-29,2012-12-29,2012.0,Nej,Nej,Nej,0,Nej,93120,Sportklubbars och idrottsföreningars verksamhet,1,Ideell förening,Aktiv,93120,Sportklubbars och idrottsföreningars verksamhet,,,,,,,,,Aktiv,2012-12-29,93120
PRO Norra Mo,8024520820,norra.mo@pro.se,,Bottnaryd,Klockarevägen 13,565 76 Bottnaryd,56576,Bottnaryd,"Klockarevägen 13, 56576, Bottnaryd, Sweden",57.7752592,13.8272212,"Jönköping, Jönköpings län",2010-04-30,2010-04-30,2010.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2010-04-30,94990
PRO Råslätt-Ljungarum,8260015147,rawennaromano@yahoo.co.uk,,Jönköping,Tornfalksgatan 1,556 14 Jönköping,55614,Jönköping,"Tornfalksgatan 1, 55614, Jönköping, Sweden",,,"Jönköping, Jönköpings län",1991-05-28,1991-05-28,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-05-28,94990
PRO Taberg,8260015428,taberg@pro.se,,Månsarp,Hyacintstigen 11,562 41 Taberg,56241,Taberg,"Hyacintstigen 11, 56241, Taberg, Sweden",57.6682142,14.0728374,"Jönköping, Jönköpings län",1991-11-12,1991-11-12,1991.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1991-11-12,94990
PRO Tenhult,8260016954,tenhult@pro.se,,Tenhult,Västra vägen 15,561 60 Tenhult,56160,Tenhult,"Västra vägen 15, 56160, Tenhult, Sweden",57.7066537,14.3199602,"Jönköping, Jönköpings län",1994-01-08,1994-01-08,1994.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1994-01-08,94990
PRO:s Samorganisation Jönköping,8260015733,jonkoping.samorg@pro.se,,Jönköping,Axamovägen 11,555 94 Jönköping,55594,Jönköping,"Axamovägen 11, 55594, Jönköping, Sweden",57.7787411,14.0704709,"Jönköping, Jönköpings län",1992-02-12,1992-02-12,1992.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1992-02-12,94990
Psoriasisförbundet Jönköpings Lokalavdelning,8260022291,jonkoping-lokal@pso.se,,Jönköping,Birger Jarlsgatan 7 C,554 63 Jönköping,55463,Jönköping,"Birger Jarlsgatan 7 C, 55463, Jönköping, Sweden",57.7849286,14.2361252,"Jönköping, Jönköpings län",2002-04-09,2002-04-09,2002.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,2002-04-09,94990
Qvintetterna,8024155528,harriet.ramsten@telia.com,,Huskvarna,Benvedsvägen 7,561 38 Huskvarna,56138,Huskvarna,"Benvedsvägen 7, 56138, Huskvarna, Sweden",57.7685983,14.3019645,"Jönköping, Jönköpings län",2003-11-20,2003-11-20,2003.0,Nej,Nej,Nej,0,Nej,90110,Litterärt skapande och musikkomposition,1,Ideell förening,Aktiv,90110,Litterärt skapande och musikkomposition,,,,,,,,,Aktiv,2003-11-20,90110
RBU Jönköping,8260012367,jonkoping@rbu.se,,Jönköping,Barnarpsgatan 33,553 16 Jönköping,55316,Jönköping,"Barnarpsgatan 33, 55316, Jönköping, Sweden",57.7825418,14.1631738,"Jönköping, Jönköpings län",1986-02-26,1986-02-26,1986.0,Nej,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1986-02-26,94990
Reumatikerföreningen Jönköping,8260009777,jonkoping@reumatiker.se,jonkoping.reumatiker.se,Jönköping,Barnarpsgatan 19,553 16 Jönköping,55316,Jönköping,"Barnarpsgatan 19, 55316, Jönköping, Sweden",57.7825418,14.1631738,"Jönköping, Jönköpings län",1979-01-01,1979-01-01,1979.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1979-01-01,94990
RFHL Jönköping,8260009975,info@rfhljonkoping.se,www.rfhljonkoping.se,Jönköping,Svavelsticksgränd 17,553 15 Jönköping,55315,Jönköping,"Svavelsticksgränd 17, 55315, Jönköping, Sweden",57.78528,14.1575755,"Jönköping, Jönköpings län",1979-01-01,1979-01-01,1979.0,Ja,Nej,Nej,0,Nej,94990,Verksamhet i diverse övriga intresseorganisationer,1,Ideell förening,Aktiv,94990,Verksamhet i diverse övriga intresseorganisationer,,,,,,,,,Aktiv,1979-01-01,94990
RF-SISU Småland,8260003747,smaland@rfsisu.se,www.smalandsidrotten.se,Jönköping,Box 485,551 16 Jönköping,55116,Jönköping,"Box 485, 55116, Jönköping, Sweden",,,"Jönköping, Jönköpings län",1971-01-01,1971-01-01,1971.0,Ja,Nej,Nej,0,Nej,85593,Studieförbundens och frivilligorganisationernas utbildning,2,Ideell förening,Aktiv,85593,Studieförbundens och frivilligorganisationernas utbildning,93199,Annan sportverksamhet,,,,,,,Aktiv,1971-01-01,85593
RFSL Jönköping,8260017879,jonkoping@rfsl.se,http://www.rfsl.se/jonkoping,Jönköping,Banérvägen 21,554 63 Jönköping,55463,Jönköping,"Banérvägen 21, 55463, Jönköping, Sweden",57.7844159,14.2503716,"Jönköping, Jönköpings län",1995-08-06,1995-08-06,1995.0,Nej,Nej,Nej,0,Nej,96990,Diverse övriga konsumenttjänster,1,Ideell förening,Aktiv,96990,Diverse övriga konsumenttjänster,,,,,,,,,Aktiv,1995-08-06,96990
